More developed regions,,1950,63.0519
More developed regions,,1951,63.2366
More developed regions,,1952,64.4645
More developed regions,,1953,65.1033
More developed regions,,1954,65.955
More developed regions,,1955,66.6155
More developed regions,,1956,67.3877
More developed regions,,1957,67.4697
More developed regions,,1958,68.4078
More developed regions,,1959,68.6362
More developed regions,,1960,68.9617
More developed regions,,1961,69.4261
More developed regions,,1962,69.4056
More developed regions,,1963,69.6394
More developed regions,,1964,70.1649
More developed regions,,1965,70.1938
More developed regions,,1966,70.3781
More developed regions,,1967,70.5492
More developed regions,,1968,70.3964
More developed regions,,1969,70.3492
More developed regions,,1970,70.6393
More developed regions,,1971,70.9242
More developed regions,,1972,71.1263
More developed regions,,1973,71.2709
More developed regions,,1974,71.5279
More developed regions,,1975,71.6351
More developed regions,,1976,71.7994
More developed regions,,1977,72.0738
More developed regions,,1978,72.1694
More developed regions,,1979,72.3675
More developed regions,,1980,72.4033
More developed regions,,1981,72.671
More developed regions,,1982,73.0108
More developed regions,,1983,73.0467
More developed regions,,1984,73.2158
More developed regions,,1985,73.3813
More developed regions,,1986,73.8494
More developed regions,,1987,74.0959
More developed regions,,1988,74.1497
More developed regions,,1989,74.2854
More developed regions,,1990,74.3147
More developed regions,,1991,74.3661
More developed regions,,1992,74.2308
More developed regions,,1993,73.7741
More developed regions,,1994,73.8107
More developed regions,,1995,73.9339
More developed regions,,1996,74.4467
More developed regions,,1997,74.9234
More developed regions,,1998,75.1505
More developed regions,,1999,75.0132
More developed regions,,2000,75.192
More developed regions,,2001,75.3791
More developed regions,,2002,75.4266
More developed regions,,2003,75.5049
More developed regions,,2004,75.9519
More developed regions,,2005,76.0414
More developed regions,,2006,76.5556
More developed regions,,2007,76.8929
More developed regions,,2008,77.1291
More developed regions,,2009,77.5422
More developed regions,,2010,77.6946
More developed regions,,2011,78.1168
More developed regions,,2012,78.3164
More developed regions,,2013,78.5722
More developed regions,,2014,78.7784
More developed regions,,2015,78.8228
More developed regions,,2016,79.08
More developed regions,,2017,79.2555
More developed regions,,2018,79.3511
More developed regions,,2019,79.5444
More developed regions,,2020,78.3883
More developed regions,,2021,77.8268
More developed regions,,2022,78.8752
More developed regions,,2023,79.8777
