High-income countries,,1950,61.8331
High-income countries,,1951,62.7139
High-income countries,,1952,64.449
High-income countries,,1953,65.0787
High-income countries,,1954,66.093
High-income countries,,1955,66.5334
High-income countries,,1956,66.6869
High-income countries,,1957,66.8222
High-income countries,,1958,67.5868
High-income countries,,1959,67.8832
High-income countries,,1960,68.1063
High-income countries,,1961,68.561
High-income countries,,1962,68.5713
High-income countries,,1963,68.7555
High-income countries,,1964,69.2808
High-income countries,,1965,69.3698
High-income countries,,1966,69.5688
High-income countries,,1967,70.0331
High-income countries,,1968,69.9037
High-income countries,,1969,69.9777
High-income countries,,1970,70.3536
High-income countries,,1971,70.6925
High-income countries,,1972,70.9529
High-income countries,,1973,71.1421
High-income countries,,1974,71.5093
High-income countries,,1975,71.784
High-income countries,,1976,72.0561
High-income countries,,1977,72.4484
High-income countries,,1978,72.6175
High-income countries,,1979,72.9644
High-income countries,,1980,73.0014
High-income countries,,1981,73.382
High-income countries,,1982,73.7198
High-income countries,,1983,73.7923
High-income countries,,1984,74.1512
High-income countries,,1985,74.2118
High-income countries,,1986,74.4704
High-income countries,,1987,74.7613
High-income countries,,1988,74.9011
High-income countries,,1989,75.1251
High-income countries,,1990,75.2925
High-income countries,,1991,75.4853
High-income countries,,1992,75.7588
High-income countries,,1993,75.8099
High-income countries,,1994,76.1043
High-income countries,,1995,76.2196
High-income countries,,1996,76.5522
High-income countries,,1997,76.8883
High-income countries,,1998,77.0947
High-income countries,,1999,77.2623
High-income countries,,2000,77.6121
High-income countries,,2001,77.8891
High-income countries,,2002,78.0373
High-income countries,,2003,78.1516
High-income countries,,2004,78.6173
High-income countries,,2005,78.7007
High-income countries,,2006,79.0511
High-income countries,,2007,79.2482
High-income countries,,2008,79.4239
High-income countries,,2009,79.7202
High-income countries,,2010,79.9318
High-income countries,,2011,80.093
High-income countries,,2012,80.2285
High-income countries,,2013,80.427
High-income countries,,2014,80.6406
High-income countries,,2015,80.5599
High-income countries,,2016,80.7397
High-income countries,,2017,80.7696
High-income countries,,2018,80.898
High-income countries,,2019,81.0956
High-income countries,,2020,80.1788
High-income countries,,2021,79.9411
High-income countries,,2022,80.4019
High-income countries,,2023,81.4353
