Gabon,GAB,1950,39.2682
Gabon,GAB,1951,39.9781
Gabon,GAB,1952,40.7373
Gabon,GAB,1953,41.483
Gabon,GAB,1954,42.1891
Gabon,GAB,1955,42.946
Gabon,GAB,1956,43.6547
Gabon,GAB,1957,44.3631
Gabon,GAB,1958,45.0635
Gabon,GAB,1959,45.756
Gabon,GAB,1960,46.4427
Gabon,GAB,1961,47.1152
Gabon,GAB,1962,47.7767
Gabon,GAB,1963,48.4248
Gabon,GAB,1964,48.9938
Gabon,GAB,1965,49.7096
Gabon,GAB,1966,50.3217
Gabon,GAB,1967,50.9284
Gabon,GAB,1968,51.5454
Gabon,GAB,1969,52.127
Gabon,GAB,1970,52.6973
Gabon,GAB,1971,53.2586
Gabon,GAB,1972,53.8109
Gabon,GAB,1973,54.3524
Gabon,GAB,1974,54.9106
Gabon,GAB,1975,55.4549
Gabon,GAB,1976,55.97
Gabon,GAB,1977,56.4674
Gabon,GAB,1978,56.9542
Gabon,GAB,1979,57.438
Gabon,GAB,1980,57.8926
Gabon,GAB,1981,58.3323
Gabon,GAB,1982,58.6438
Gabon,GAB,1983,58.9942
Gabon,GAB,1984,59.3396
Gabon,GAB,1985,59.6648
Gabon,GAB,1986,59.9564
Gabon,GAB,1987,60.1995
Gabon,GAB,1988,60.3978
Gabon,GAB,1989,60.5844
Gabon,GAB,1990,60.7355
Gabon,GAB,1991,60.8908
Gabon,GAB,1992,61.0134
Gabon,GAB,1993,61.1248
Gabon,GAB,1994,61.183
Gabon,GAB,1995,61.2696
Gabon,GAB,1996,61.2648
Gabon,GAB,1997,61.3955
Gabon,GAB,1998,61.506
Gabon,GAB,1999,61.658
Gabon,GAB,2000,61.8098
Gabon,GAB,2001,61.9818
Gabon,GAB,2002,62.1752
Gabon,GAB,2003,62.4627
Gabon,GAB,2004,62.6944
Gabon,GAB,2005,62.978
Gabon,GAB,2006,63.2589
Gabon,GAB,2007,63.6186
Gabon,GAB,2008,64.0109
Gabon,GAB,2009,64.3612
Gabon,GAB,2010,64.7148
Gabon,GAB,2011,65.1016
Gabon,GAB,2012,65.4384
Gabon,GAB,2013,65.7506
Gabon,GAB,2014,66.0698
Gabon,GAB,2015,66.3361
Gabon,GAB,2016,66.5832
Gabon,GAB,2017,66.8163
Gabon,GAB,2018,67.0426
Gabon,GAB,2019,67.3369
Gabon,GAB,2020,67.0725
Gabon,GAB,2021,67.0715
Gabon,GAB,2022,67.713
Gabon,GAB,2023,68.3367
