Macao,MAC,1950,58.3315
Macao,MAC,1951,58.8218
Macao,MAC,1952,59.2897
Macao,MAC,1953,59.7456
Macao,MAC,1954,60.2538
Macao,MAC,1955,60.7309
Macao,MAC,1956,60.9513
Macao,MAC,1957,62.4653
Macao,MAC,1958,63.1535
Macao,MAC,1959,63.6831
Macao,MAC,1960,63.9355
Macao,MAC,1961,64.4799
Macao,MAC,1962,65.0926
Macao,MAC,1963,65.6513
Macao,MAC,1964,66.0336
Macao,MAC,1965,66.3144
Macao,MAC,1966,66.7911
Macao,MAC,1967,67.4044
Macao,MAC,1968,68.0206
Macao,MAC,1969,68.2678
Macao,MAC,1970,68.7615
Macao,MAC,1971,69.1675
Macao,MAC,1972,69.7035
Macao,MAC,1973,70.0926
Macao,MAC,1974,71.0037
Macao,MAC,1975,71.1897
Macao,MAC,1976,71.8717
Macao,MAC,1977,71.8007
Macao,MAC,1978,72.2421
Macao,MAC,1979,72.6253
Macao,MAC,1980,72.9973
Macao,MAC,1981,73.367
Macao,MAC,1982,73.9076
Macao,MAC,1983,74.0656
Macao,MAC,1984,74.2298
Macao,MAC,1985,74.702
Macao,MAC,1986,74.9816
Macao,MAC,1987,75.165
Macao,MAC,1988,75.5439
Macao,MAC,1989,76.2247
Macao,MAC,1990,76.5717
Macao,MAC,1991,76.6378
Macao,MAC,1992,77.0697
Macao,MAC,1993,77.4706
Macao,MAC,1994,77.4279
Macao,MAC,1995,77.8464
Macao,MAC,1996,77.4285
Macao,MAC,1997,78.4397
Macao,MAC,1998,78.7453
Macao,MAC,1999,79.1251
Macao,MAC,2000,79.4292
Macao,MAC,2001,79.8122
Macao,MAC,2002,80.098
Macao,MAC,2003,80.2148
Macao,MAC,2004,80.4057
Macao,MAC,2005,80.5223
Macao,MAC,2006,80.7101
Macao,MAC,2007,80.9322
Macao,MAC,2008,81.1622
Macao,MAC,2009,81.4926
Macao,MAC,2010,81.6635
Macao,MAC,2011,81.9924
Macao,MAC,2012,82.2557
Macao,MAC,2013,82.4764
Macao,MAC,2014,82.6955
Macao,MAC,2015,82.9402
Macao,MAC,2016,83.0197
Macao,MAC,2017,83.0779
Macao,MAC,2018,83.3959
Macao,MAC,2019,83.2927
Macao,MAC,2020,84.61
Macao,MAC,2021,83.8179
Macao,MAC,2022,82.1025
Macao,MAC,2023,83.0749
