Low-and-Lower-middle-income countries,,1950,39.2196
Low-and-Lower-middle-income countries,,1951,40.0303
Low-and-Lower-middle-income countries,,1952,41.0758
Low-and-Lower-middle-income countries,,1953,41.6473
Low-and-Lower-middle-income countries,,1954,42.4694
Low-and-Lower-middle-income countries,,1955,43.082
Low-and-Lower-middle-income countries,,1956,43.5673
Low-and-Lower-middle-income countries,,1957,43.856
Low-and-Lower-middle-income countries,,1958,44.3188
Low-and-Lower-middle-income countries,,1959,45.0044
Low-and-Lower-middle-income countries,,1960,45.366
Low-and-Lower-middle-income countries,,1961,45.729
Low-and-Lower-middle-income countries,,1962,46.1338
Low-and-Lower-middle-income countries,,1963,46.4868
Low-and-Lower-middle-income countries,,1964,46.9077
Low-and-Lower-middle-income countries,,1965,46.5218
Low-and-Lower-middle-income countries,,1966,46.8836
Low-and-Lower-middle-income countries,,1967,47.2158
Low-and-Lower-middle-income countries,,1968,48.0858
Low-and-Lower-middle-income countries,,1969,48.4837
Low-and-Lower-middle-income countries,,1970,48.4438
Low-and-Lower-middle-income countries,,1971,47.1369
Low-and-Lower-middle-income countries,,1972,49.2918
Low-and-Lower-middle-income countries,,1973,49.8485
Low-and-Lower-middle-income countries,,1974,50.197
Low-and-Lower-middle-income countries,,1975,50.3023
Low-and-Lower-middle-income countries,,1976,50.8489
Low-and-Lower-middle-income countries,,1977,51.3965
Low-and-Lower-middle-income countries,,1978,51.8538
Low-and-Lower-middle-income countries,,1979,52.837
Low-and-Lower-middle-income countries,,1980,53.3503
Low-and-Lower-middle-income countries,,1981,53.7695
Low-and-Lower-middle-income countries,,1982,54.1788
Low-and-Lower-middle-income countries,,1983,54.3325
Low-and-Lower-middle-income countries,,1984,54.6755
Low-and-Lower-middle-income countries,,1985,55.094
Low-and-Lower-middle-income countries,,1986,55.62
Low-and-Lower-middle-income countries,,1987,56.1266
Low-and-Lower-middle-income countries,,1988,56.3644
Low-and-Lower-middle-income countries,,1989,56.8801
Low-and-Lower-middle-income countries,,1990,57.0544
Low-and-Lower-middle-income countries,,1991,57.1081
Low-and-Lower-middle-income countries,,1992,57.4217
Low-and-Lower-middle-income countries,,1993,57.7719
Low-and-Lower-middle-income countries,,1994,57.3206
Low-and-Lower-middle-income countries,,1995,58.291
Low-and-Lower-middle-income countries,,1996,58.5374
Low-and-Lower-middle-income countries,,1997,58.8719
Low-and-Lower-middle-income countries,,1998,59.0596
Low-and-Lower-middle-income countries,,1999,59.6055
Low-and-Lower-middle-income countries,,2000,60.1181
Low-and-Lower-middle-income countries,,2001,60.5209
Low-and-Lower-middle-income countries,,2002,60.971
Low-and-Lower-middle-income countries,,2003,61.4554
Low-and-Lower-middle-income countries,,2004,61.8521
Low-and-Lower-middle-income countries,,2005,62.2592
Low-and-Lower-middle-income countries,,2006,62.7561
Low-and-Lower-middle-income countries,,2007,63.2053
Low-and-Lower-middle-income countries,,2008,63.5405
Low-and-Lower-middle-income countries,,2009,63.8688
Low-and-Lower-middle-income countries,,2010,64.4219
Low-and-Lower-middle-income countries,,2011,64.7499
Low-and-Lower-middle-income countries,,2012,65.2497
Low-and-Lower-middle-income countries,,2013,65.6242
Low-and-Lower-middle-income countries,,2014,65.8945
Low-and-Lower-middle-income countries,,2015,66.1977
Low-and-Lower-middle-income countries,,2016,66.5404
Low-and-Lower-middle-income countries,,2017,66.823
Low-and-Lower-middle-income countries,,2018,67.2111
Low-and-Lower-middle-income countries,,2019,67.4852
Low-and-Lower-middle-income countries,,2020,66.9999
Low-and-Lower-middle-income countries,,2021,65.4311
Low-and-Lower-middle-income countries,,2022,68.1106
Low-and-Lower-middle-income countries,,2023,68.6631
