Entity,Code,Year,CO₂ emissions per capita
Argentina,ARG,1990,3.424979
Bolivia,BOL,1990,1.4049575
Brazil,BRA,1990,1.466092
Chile,CHL,1990,2.449037
Colombia,COL,1990,1.7526762
Paraguay,PRY,1990,0.5277272
Peru,PER,1990,0.9721106
Suriname,SUR,1990,4.2141137
Uruguay,URY,1990,1.2810268
Venezuela,VEN,1990,6.095922
