Entity,Code,Year,GDP per capita,GDP per capita (Annotations)
Cambodia,KHM,1990,1404.0,
Indonesia,IDN,1990,4007.0,
Laos,LAO,1990,1481.0,
Malaysia,MYS,1990,8179.0,
Myanmar,MMR,1990,1253.0,
Philippines,PHL,1990,3502.0,
Singapore,SGP,1990,22666.0,
Thailand,THA,1990,7385.0,
Vietnam,VNM,1990,1634.0,
