Entity,Code,Year,GDP per capita,GDP per capita (Annotations)
Burundi,BDI,1990,1124.0,
Comoros,COM,1990,1092.0,
Djibouti,DJI,1990,2308.0,
Ethiopia,ETH,1990,915.0,
Kenya,KEN,1990,1780.0,
Madagascar,MDG,1990,1262.0,
Malawi,MWI,1990,861.0,
Mauritius,MUS,1990,11489.0,
Mozambique,MOZ,1990,1776.0,
Rwanda,RWA,1990,1398.0,
Seychelles,SYC,1990,8239.0,
Tanzania,TZA,1990,875.0,
Uganda,UGA,1990,932.0,
Zambia,ZMB,1990,1285.0,
Zimbabwe,ZWE,1990,2160.0,
