Entity,Code,Year,Trade (% of GDP)
Comoros,COM,1990,35.75703
Kenya,KEN,1990,57.020912
Madagascar,MDG,1990,32.380993
Mauritius,MUS,1990,135.2905
Rwanda,RWA,1990,19.684158
Seychelles,SYC,1990,62.57648
Somalia,SOM,1990,42.263332
Tanzania,TZA,1990,34.48361
Uganda,UGA,1990,26.609543
Zimbabwe,ZWE,1990,45.659252
